"state_name","year","Value"
"MASSACHUSETTS",1946,164
"MICHIGAN",1946,85
"MINNESOTA",1946,65
"MISSISSIPPI",1946,44
"MISSOURI",1946,53
"MONTANA",1946,13
"NEBRASKA",1946,42
"NEVADA",1946,20
"NEW HAMPSHIRE",1946,59
"NEW JERSEY",1946,225
"NEW MEXICO",1946,11
"NEW YORK",1946,74
"NORTH CAROLINA",1946,76
"NORTH DAKOTA",1946,21
"OHIO",1946,115
"OKLAHOMA",1946,39
"OREGON",1946,54
"PENNSYLVANIA",1946,88
"RHODE ISLAND",1946,187
"SOUTH CAROLINA",1946,58
"SOUTH DAKOTA",1946,21
"TENNESSEE",1946,64
"TEXAS",1946,37
"UTAH",1946,35
"VERMONT",1946,45
"VIRGINIA",1946,70
"WASHINGTON",1946,75
"WEST VIRGINIA",1946,49
"WISCONSIN",1946,74
"WYOMING",1946,11
"ALABAMA",1947,46
"ARIZONA",1947,15
"ARKANSAS",1947,52
"CALIFORNIA",1947,170
"COLORADO",1947,29
"CONNECTICUT",1947,234
"DELAWARE",1947,114
"FLORIDA",1947,66
"GEORGIA",1947,41
"IDAHO",1947,64
"ILLINOIS",1947,153
"INDIANA",1947,126
"IOWA",1947,138
"KANSAS",1947,56
"KENTUCKY",1947,79
"LOUISIANA",1947,73
"MAINE",1947,52
"MARYLAND",1947,124
"MASSACHUSETTS",1947,171
"MICHIGAN",1947,98
"MINNESOTA",1947,72
"MISSISSIPPI",1947,49
"MISSOURI",1947,59
"MONTANA",1947,15
"NEBRASKA",1947,47
"NEVADA",1947,21
"NEW HAMPSHIRE",1947,68
"NEW JERSEY",1947,262
"NEW MEXICO",1947,12
"NEW YORK",1947,85
"NORTH CAROLINA",1947,88
"NORTH DAKOTA",1947,23
"OHIO",1947,129
"OKLAHOMA",1947,43
"OREGON",1947,59
"PENNSYLVANIA",1947,97
"RHODE ISLAND",1947,210
"SOUTH CAROLINA",1947,66
"SOUTH DAKOTA",1947,24
"TENNESSEE",1947,72
"TEXAS",1947,40
"UTAH",1947,39
"VERMONT",1947,52
"VIRGINIA",1947,79
"WASHINGTON",1947,80
"WEST VIRGINIA",1947,57
"WISCONSIN",1947,84
"WYOMING",1947,12
"ALABAMA",1948,46
"ARIZONA",1948,15
"ARKANSAS",1948,58
"CALIFORNIA",1948,168
"COLORADO",1948,32
"CONNECTICUT",1948,245
"DELAWARE",1948,116
"FLORIDA",1948,58
"GEORGIA",1948,43
"IDAHO",1948,69
"ILLINOIS",1948,162
"INDIANA",1948,136
"IOWA",1948,154
"KANSAS",1948,65
"KENTUCKY",1948,79
"LOUISIANA",1948,73
"MAINE",1948,54
"MARYLAND",1948,127
"MASSACHUSETTS",1948,106
"MICHIGAN",1948,99
"MINNESOTA",1948,79
"MISSISSIPPI",1948,53
"MISSOURI",1948,60
"MONTANA",1948,17
"NEBRASKA",1948,56
"NEVADA",1948,21
"NEW HAMPSHIRE",1948,73
"NEW JERSEY",1948,272
"NEW MEXICO",1948,14
"NEW YORK",1948,87
"NORTH CAROLINA",1948,93
"NORTH DAKOTA",1948,28
"OHIO",1948,137
"OKLAHOMA",1948,47
"OREGON",1948,62
"PENNSYLVANIA",1948,105
"RHODE ISLAND",1948,225
"SOUTH CAROLINA",1948,71
"SOUTH DAKOTA",1948,29
"TENNESSEE",1948,76
"TEXAS",1948,46
"UTAH",1948,42
"VERMONT",1948,54
"VIRGINIA",1948,79
"WASHINGTON",1948,87
"WEST VIRGINIA",1948,62
"WISCONSIN",1948,89
"WYOMING",1948,14
"ALABAMA",1949,51
"ARIZONA",1949,16
"ARKANSAS",1949,63
"CALIFORNIA",1949,160
"COLORADO",1949,33
"CONNECTICUT",1949,251
"DELAWARE",1949,117
"FLORIDA",1949,56
"GEORGIA",1949,47
"IDAHO",1949,70
"ILLINOIS",1949,170
"INDIANA",1949,139
"IOWA",1949,158
"KANSAS",1949,67
"KENTUCKY",1949,84
"LOUISIANA",1949,84
"MAINE",1949,58
"MARYLAND",1949,130
"MASSACHUSETTS",1949,196
"MICHIGAN",1949,100
"MINNESOTA",1949,82
"MISSISSIPPI",1949,56
"MISSOURI",1949,64
"MONTANA",1949,18
"NEBRASKA",1949,62
"NEVADA",1949,20
"NEW HAMPSHIRE",1949,76
"NEW JERSEY",1949,291
"NEW MEXICO",1949,15
"NEW YORK",1949,93
"NORTH CAROLINA",1949,98
"NORTH DAKOTA",1949,30
"OHIO",1949,143
"OKLAHOMA",1949,53
"OREGON",1949,61
"PENNSYLVANIA",1949,112
"RHODE ISLAND",1949,237
"SOUTH CAROLINA",1949,76
"SOUTH DAKOTA",1949,31
"TENNESSEE",1949,79
"TEXAS",1949,47
"UTAH",1949,43
"VERMONT",1949,58
"VIRGINIA",1949,86
"WASHINGTON",1949,86
"WEST VIRGINIA",1949,65
"WISCONSIN",1949,93
"WYOMING",1949,14
"ALABAMA",1950,49
"ARIZONA",1950,15
"ARKANSAS",1950,60
"CALIFORNIA",1950,154
"COLORADO",1950,32
"CONNECTICUT",1950,248
"DELAWARE",1950,114
"FLORIDA",1950,57
"GEORGIA",1950,43
"IDAHO",1950,70
"ILLINOIS",1950,174
"INDIANA",1950,137
"IOWA",1950,161
"KANSAS",1950,66
"KENTUCKY",1950,81
"LOUISIANA",1950,82
"MAINE",1950,54
"MARYLAND",1950,125
"MASSACHUSETTS",1950,190
"MICHIGAN",1950,99
"MINNESOTA",1950,84
"MISSISSIPPI",1950,55
"MISSOURI",1950,64
"MONTANA",1950,17
"NEBRASKA",1950,58
"NEVADA",1950,19
"NEW HAMPSHIRE",1950,73
"NEW JERSEY",1950,293
"NEW MEXICO",1950,15
"NEW YORK",1950,92
"NORTH CAROLINA",1950,99
"NORTH DAKOTA",1950,29
"OHIO",1950,136
"OKLAHOMA",1950,51
"OREGON",1950,60
"PENNSYLVANIA",1950,107
"RHODE ISLAND",1950,232
"SOUTH CAROLINA",1950,69
"SOUTH DAKOTA",1950,31
"TENNESSEE",1950,77
"TEXAS",1950,46
"UTAH",1950,43
"VERMONT",1950,56
"VIRGINIA",1950,82
"WASHINGTON",1950,85
"WEST VIRGINIA",1950,59
"WISCONSIN",1950,89
"WYOMING",1950,13
"ALABAMA",1951,53
"ARIZONA",1951,18
"ARKANSAS",1951,72
"CALIFORNIA",1951,181
"COLORADO",1951,37
"CONNECTICUT",1951,269
"DELAWARE",1951,121
"FLORIDA",1951,69
"GEORGIA",1951,48
"IDAHO",1951,81
"ILLINOIS",1951,204
"INDIANA",1951,165
"IOWA",1951,188
"KANSAS",1951,73
"KENTUCKY",1951,92
"LOUISIANA",1951,86
"MAINE",1951,65
"MARYLAND",1951,142
"MASSACHUSETTS",1951,208
"MICHIGAN",1951,114
"MINNESOTA",1951,98
"MISSISSIPPI",1951,65
"MISSOURI",1951,75
"MONTANA",1951,21
"NEBRASKA",1951,66
"NEVADA",1951,22
"NEW HAMPSHIRE",1951,78
"NEW JERSEY",1951,311
"NEW MEXICO",1951,18
"NEW YORK",1951,98
"NORTH CAROLINA",1951,108
"NORTH DAKOTA",1951,31
"OHIO",1951,162
"OKLAHOMA",1951,60
"OREGON",1951,68
"PENNSYLVANIA",1951,123
"RHODE ISLAND",1951,269
"SOUTH CAROLINA",1951,76
"SOUTH DAKOTA",1951,36
"TENNESSEE",1951,86
"TEXAS",1951,55
"UTAH",1951,48
"VERMONT",1951,59
"VIRGINIA",1951,93
"WASHINGTON",1951,98
"WEST VIRGINIA",1951,65
"WISCONSIN",1951,99
"WYOMING",1951,15
"ALABAMA",1952,58
"ARIZONA",1952,21
"ARKANSAS",1952,78
"CALIFORNIA",1952,210
"COLORADO",1952,41
"CONNECTICUT",1952,280
"DELAWARE",1952,127
"FLORIDA",1952,81
"GEORGIA",1952,56
"IDAHO",1952,87
"ILLINOIS",1952,221
"INDIANA",1952,182
"IOWA",1952,199
"KANSAS",1952,80
"KENTUCKY",1952,101
"LOUISIANA",1952,93
"MAINE",1952,66
"MARYLAND",1952,160
"MASSACHUSETTS",1952,222
"MICHIGAN",1952,122
"MINNESOTA",1952,107
"MISSISSIPPI",1952,71
"MISSOURI",1952,85
"MONTANA",1952,23
"NEBRASKA",1952,72
"NEVADA",1952,25
"NEW HAMPSHIRE",1952,82
"NEW JERSEY",1952,351
"NEW MEXICO",1952,20
"NEW YORK",1952,109
"NORTH CAROLINA",1952,122
"NORTH DAKOTA",1952,36
"OHIO",1952,179
"OKLAHOMA",1952,64
"OREGON",1952,73
"PENNSYLVANIA",1952,136
"RHODE ISLAND",1952,292
"SOUTH CAROLINA",1952,82
"SOUTH DAKOTA",1952,41
"TENNESSEE",1952,95
"TEXAS",1952,61
"UTAH",1952,51
"VERMONT",1952,63
"VIRGINIA",1952,104
"WASHINGTON",1952,107
"WEST VIRGINIA",1952,69
"WISCONSIN",1952,105
"WYOMING",1952,17
"ALABAMA",1953,60
"ARIZONA",1953,24
"ARKANSAS",1953,79
"CALIFORNIA",1953,217
"COLORADO",1953,40
"CONNECTICUT",1953,288
"DELAWARE",1953,141
"FLORIDA",1953,87
"GEORGIA",1953,60
"IDAHO",1953,89
"ILLINOIS",1953,226
"INDIANA",1953,187
"IOWA",1953,194
"KANSAS",1953,81
"KENTUCKY",1953,98
"LOUISIANA",1953,103
"MAINE",1953,62
"MARYLAND",1953,165
"MASSACHUSETTS",1953,227
"MICHIGAN",1953,128
"MINNESOTA",1953,109
"MISSISSIPPI",1953,74
"MISSOURI",1953,82
"MONTANA",1953,24
"NEBRASKA",1953,75
"NEVADA",1953,25
"NEW HAMPSHIRE",1953,86
"NEW JERSEY",1953,375
"NEW MEXICO",1953,21
"NEW YORK",1953,110
"NORTH CAROLINA",1953,128
"NORTH DAKOTA",1953,37
"OHIO",1953,177
"OKLAHOMA",1953,61
"OREGON",1953,74
"PENNSYLVANIA",1953,136
"RHODE ISLAND",1953,310
"SOUTH CAROLINA",1953,85
"SOUTH DAKOTA",1953,40
"TENNESSEE",1953,95
"TEXAS",1953,61
"UTAH",1953,51
"VERMONT",1953,64
"VIRGINIA",1953,106
"WASHINGTON",1953,113
"WEST VIRGINIA",1953,68
"WISCONSIN",1953,107
"WYOMING",1953,16
"ALABAMA",1954,56
"ARIZONA",1954,24
"ARKANSAS",1954,76
"CALIFORNIA",1954,216
"COLORADO",1954,40
"CONNECTICUT",1954,286
"DELAWARE",1954,151
"FLORIDA",1954,99
"GEORGIA",1954,59
"IDAHO",1954,88
"ILLINOIS",1954,230
"INDIANA",1954,185
"IOWA",1954,192
"KANSAS",1954,79
"KENTUCKY",1954,95
"LOUISIANA",1954,109
"MAINE",1954,63
"MARYLAND",1954,177
"MASSACHUSETTS",1954,221
"MICHIGAN",1954,130
"MINNESOTA",1954,104
"MISSISSIPPI",1954,72
"MISSOURI",1954,79
"MONTANA",1954,24
"NEBRASKA",1954,70
"NEVADA",1954,27
"NEW HAMPSHIRE",1954,86
"NEW JERSEY",1954,380
"NEW MEXICO",1954,21
"NEW YORK",1954,105
"NORTH CAROLINA",1954,125
"NORTH DAKOTA",1954,36
"OHIO",1954,179
"OKLAHOMA",1954,60
"OREGON",1954,75
"PENNSYLVANIA",1954,136
"RHODE ISLAND",1954,325
"SOUTH CAROLINA",1954,86
"SOUTH DAKOTA",1954,38
"TENNESSEE",1954,89
"TEXAS",1954,61
"UTAH",1954,48
"VERMONT",1954,61
"VIRGINIA",1954,102
"WASHINGTON",1954,111
"WEST VIRGINIA",1954,67
"WISCONSIN",1954,101
"WYOMING",1954,16
"ALABAMA",1955,60
"ARIZONA",1955,26
"ARKANSAS",1955,78
"CALIFORNIA",1955,229
"COLORADO",1955,40
"CONNECTICUT",1955,295
"DELAWARE",1955,159
"FLORIDA",1955,108
"GEORGIA",1955,61
"IDAHO",1955,91
"ILLINOIS",1955,234
"INDIANA",1955,198
"IOWA",1955,203
"KANSAS",1955,81
"KENTUCKY",1955,97
"LOUISIANA",1955,113
"MAINE",1955,60
"MARYLAND",1955,178
"MASSACHUSETTS",1955,224
"MICHIGAN",1955,136
"MINNESOTA",1955,109
"MISSISSIPPI",1955,74
"MISSOURI",1955,82
"MONTANA",1955,25
"NEBRASKA",1955,73
"NEVADA",1955,27
"NEW HAMPSHIRE",1955,87
"NEW JERSEY",1955,421
"NEW MEXICO",1955,22
"NEW YORK",1955,112
"NORTH CAROLINA",1955,130
"NORTH DAKOTA",1955,36
"OHIO",1955,190
"OKLAHOMA",1955,65
"OREGON",1955,79
"PENNSYLVANIA",1955,141
"RHODE ISLAND",1955,340
"SOUTH CAROLINA",1955,89
"SOUTH DAKOTA",1955,40
"TENNESSEE",1955,94
"TEXAS",1955,63
"UTAH",1955,48
"VERMONT",1955,60
"VIRGINIA",1955,108
"WASHINGTON",1955,116
"WEST VIRGINIA",1955,68
"WISCONSIN",1955,101
"WYOMING",1955,15
"ALABAMA",1956,67
"ARIZONA",1956,30
"ARKANSAS",1956,85
"CALIFORNIA",1956,251
"COLORADO",1956,41
"CONNECTICUT",1956,311
"DELAWARE",1956,166
"FLORIDA",1956,125
"GEORGIA",1956,66
"IDAHO",1956,95
"ILLINOIS",1956,248
"INDIANA",1956,210
"IOWA",1956,209
"KANSAS",1956,84
"KENTUCKY",1956,100
"LOUISIANA",1956,118
"MAINE",1956,62
"MARYLAND",1956,201
"MASSACHUSETTS",1956,228
"MICHIGAN",1956,147
"MINNESOTA",1956,119
"MISSISSIPPI",1956,86
"MISSOURI",1956,87
"MONTANA",1956,27
"NEBRASKA",1956,73
"NEVADA",1956,28
"NEW HAMPSHIRE",1956,88
"NEW JERSEY",1956,425
"NEW MEXICO",1956,22
"NEW YORK",1956,116
"NORTH CAROLINA",1956,139
"NORTH DAKOTA",1956,38
"OHIO",1956,205
"OKLAHOMA",1956,67
"OREGON",1956,80
"PENNSYLVANIA",1956,151
"RHODE ISLAND",1956,330
"SOUTH CAROLINA",1956,98
"SOUTH DAKOTA",1956,40
"TENNESSEE",1956,100
"TEXAS",1956,64
"UTAH",1956,49
"VERMONT",1956,62
"VIRGINIA",1956,115
"WASHINGTON",1956,119
"WEST VIRGINIA",1956,69
"WISCONSIN",1956,107
"WYOMING",1956,16
"ALABAMA",1957,71
"ARIZONA",1957,35
"ARKANSAS",1957,91
"CALIFORNIA",1957,276
"COLORADO",1957,44
"CONNECTICUT",1957,348
"DELAWARE",1957,180
"FLORIDA",1957,150
"GEORGIA",1957,74
"IDAHO",1957,98
"ILLINOIS",1957,275
"INDIANA",1957,230
"IOWA",1957,221
"KANSAS",1957,87
"KENTUCKY",1957,111
"LOUISIANA",1957,131
"MAINE",1957,66
"MARYLAND",1957,220
"MASSACHUSETTS",1957,250
"MICHIGAN",1957,161
"MINNESOTA",1957,129
"MISSISSIPPI",1957,95
"MISSOURI",1957,94
"MONTANA",1957,28
"NEBRASKA",1957,72
"NEVADA",1957,29
"NEW HAMPSHIRE",1957,90
"NEW JERSEY",1957,457
"NEW MEXICO",1957,21
"NEW YORK",1957,126
"NORTH CAROLINA",1957,153
"NORTH DAKOTA",1957,42
"OHIO",1957,238
"OKLAHOMA",1957,69
"OREGON",1957,83
"PENNSYLVANIA",1957,162
"RHODE ISLAND",1957,340
"SOUTH CAROLINA",1957,107
"SOUTH DAKOTA",1957,42
"TENNESSEE",1957,106
"TEXAS",1957,70
"UTAH",1957,52
"VERMONT",1957,66
"VIRGINIA",1957,121
"WASHINGTON",1957,123
"WEST VIRGINIA",1957,71
"WISCONSIN",1957,116
"WYOMING",1957,17
"ALABAMA",1958,76
"ARIZONA",1958,39
"ARKANSAS",1958,98
"CALIFORNIA",1958,303
"COLORADO",1958,47
"CONNECTICUT",1958,385
"DELAWARE",1958,205
"FLORIDA",1958,177
"GEORGIA",1958,81
"IDAHO",1958,102
"ILLINOIS",1958,283
"INDIANA",1958,242
"IOWA",1958,230
"KANSAS",1958,93
"KENTUCKY",1958,119
"LOUISIANA",1958,145
"MAINE",1958,72
"MARYLAND",1958,248
"MASSACHUSETTS",1958,269
"MICHIGAN",1958,169
"MINNESOTA",1958,143
"MISSISSIPPI",1958,100
"MISSOURI",1958,102
"MONTANA",1958,30
"NEBRASKA",1958,79
"NEVADA",1958,29
"NEW HAMPSHIRE",1958,93
"NEW JERSEY",1958,482
"NEW MEXICO",1958,22
"NEW YORK",1958,131
"NORTH CAROLINA",1958,165
"NORTH DAKOTA",1958,46
"OHIO",1958,233
"OKLAHOMA",1958,73
"OREGON",1958,85
"PENNSYLVANIA",1958,172
"RHODE ISLAND",1958,352
"SOUTH CAROLINA",1958,114
"SOUTH DAKOTA",1958,46
"TENNESSEE",1958,112
"TEXAS",1958,70
"UTAH",1958,54
"VERMONT",1958,71
"VIRGINIA",1958,127
"WASHINGTON",1958,126
"WEST VIRGINIA",1958,73
"WISCONSIN",1958,122
"WYOMING",1958,19
"ALABAMA",1959,86
"ARIZONA",1959,44
"ARKANSAS",1959,101
"CALIFORNIA",1959,335
"COLORADO",1959,51
"CONNECTICUT",1959,421
"DELAWARE",1959,225
"FLORIDA",1959,206
"GEORGIA",1959,91
"IDAHO",1959,109
"ILLINOIS",1959,311
"INDIANA",1959,257
"IOWA",1959,248
"KANSAS",1959,98
"KENTUCKY",1959,129
"LOUISIANA",1959,165
"MAINE",1959,80
"MARYLAND",1959,269
"MASSACHUSETTS",1959,294
"MICHIGAN",1959,187
"MINNESOTA",1959,153
"MISSISSIPPI",1959,104
"MISSOURI",1959,110
"MONTANA",1959,33
"NEBRASKA",1959,86
"NEVADA",1959,30
"NEW HAMPSHIRE",1959,100
"NEW JERSEY",1959,508
"NEW MEXICO",1959,22
"NEW YORK",1959,143
"NORTH CAROLINA",1959,177
"NORTH DAKOTA",1959,51
"OHIO",1959,243
"OKLAHOMA",1959,80
"OREGON",1959,88
"PENNSYLVANIA",1959,179
"RHODE ISLAND",1959,370
"SOUTH CAROLINA",1959,127
"SOUTH DAKOTA",1959,51
"TENNESSEE",1959,125
"TEXAS",1959,76
"UTAH",1959,57
"VERMONT",1959,76
"VIRGINIA",1959,137
"WASHINGTON",1959,129
"WEST VIRGINIA",1959,76
"WISCONSIN",1959,131
"WYOMING",1959,21
"ALABAMA",1960,91
"ARIZONA",1960,48
"ARKANSAS",1960,113
"CALIFORNIA",1960,360
"COLORADO",1960,54
"CONNECTICUT",1960,446
"DELAWARE",1960,243
"FLORIDA",1960,217
"GEORGIA",1960,99
"IDAHO",1960,112
"ILLINOIS",1960,316
"INDIANA",1960,264
"IOWA",1960,257
"KANSAS",1960,101
"KENTUCKY",1960,137
"LOUISIANA",1960,173
"MAINE",1960,84
"MARYLAND",1960,290
"MASSACHUSETTS",1960,314
"MICHIGAN",1960,194
"MINNESOTA",1960,155
"MISSISSIPPI",1960,107
"MISSOURI",1960,115
"MONTANA",1960,35
"NEBRASKA",1960,89
"NEVADA",1960,31
"NEW HAMPSHIRE",1960,104
"NEW JERSEY",1960,528
"NEW MEXICO",1960,24
"NEW YORK",1960,145
"NORTH CAROLINA",1960,186
"NORTH DAKOTA",1960,53
"OHIO",1960,248
"OKLAHOMA",1960,86
"OREGON",1960,88
"PENNSYLVANIA",1960,188
"RHODE ISLAND",1960,379
"SOUTH CAROLINA",1960,137
"SOUTH DAKOTA",1960,51
"TENNESSEE",1960,132
"TEXAS",1960,85
"UTAH",1960,60
"VERMONT",1960,81
"VIRGINIA",1960,140
"WASHINGTON",1960,133
"WEST VIRGINIA",1960,75
"WISCONSIN",1960,133
"WYOMING",1960,22
"ALABAMA",1961,95
"ARIZONA",1961,49
"ARKANSAS",1961,118
"CALIFORNIA",1961,382
"COLORADO",1961,55
"CONNECTICUT",1961,459
"DELAWARE",1961,254
"FLORIDA",1961,225
"GEORGIA",1961,102
"IDAHO",1961,114
"ILLINOIS",1961,306
"INDIANA",1961,256
"IOWA",1961,242
"KANSAS",1961,102
"KENTUCKY",1961,143
"LOUISIANA",1961,172
"MAINE",1961,90
"MARYLAND",1961,312
"MASSACHUSETTS",1961,326
"MICHIGAN",1961,198
"MINNESOTA",1961,150
"MISSISSIPPI",1961,110
"MISSOURI",1961,120
"MONTANA",1961,36
"NEBRASKA",1961,90
"NEVADA",1961,33
"NEW HAMPSHIRE",1961,105
"NEW JERSEY",1961,553
"NEW MEXICO",1961,26
"NEW YORK",1961,145
"NORTH CAROLINA",1961,197
"NORTH DAKOTA",1961,55
"OHIO",1961,247
"OKLAHOMA",1961,87
"OREGON",1961,90
"PENNSYLVANIA",1961,191
"RHODE ISLAND",1961,392
"SOUTH CAROLINA",1961,139
"SOUTH DAKOTA",1961,52
"TENNESSEE",1961,137
"TEXAS",1961,89
"UTAH",1961,62
"VERMONT",1961,84
"VIRGINIA",1961,147
"WASHINGTON",1961,136
"WEST VIRGINIA",1961,76
"WISCONSIN",1961,137
"WYOMING",1961,23
"ALABAMA",1962,99
"ARIZONA",1962,50
"ARKANSAS",1962,129
"CALIFORNIA",1962,396
"COLORADO",1962,61
"CONNECTICUT",1962,482
"DELAWARE",1962,272
"FLORIDA",1962,239
"GEORGIA",1962,115
"IDAHO",1962,120
"ILLINOIS",1962,315
"INDIANA",1962,264
"IOWA",1962,251
"KANSAS",1962,107
"KENTUCKY",1962,152
"LOUISIANA",1962,182
"MAINE",1962,93
"MARYLAND",1962,338
"MASSACHUSETTS",1962,337
"MICHIGAN",1962,207
"MINNESOTA",1962,156
"MISSISSIPPI",1962,121
"MISSOURI",1962,127
"MONTANA",1962,38
"NEBRASKA",1962,95
"NEVADA",1962,34
"NEW HAMPSHIRE",1962,113
"NEW JERSEY",1962,569
"NEW MEXICO",1962,28
"NEW YORK",1962,153
"NORTH CAROLINA",1962,216
"NORTH DAKOTA",1962,57
"OHIO",1962,258
"OKLAHOMA",1962,95
"OREGON",1962,94
"PENNSYLVANIA",1962,198
"RHODE ISLAND",1962,410
"SOUTH CAROLINA",1962,148
"SOUTH DAKOTA",1962,55
"TENNESSEE",1962,146
"TEXAS",1962,94
"UTAH",1962,64
"VERMONT",1962,89
"VIRGINIA",1962,160
"WASHINGTON",1962,137
"WEST VIRGINIA",1962,80
"WISCONSIN",1962,144
"WYOMING",1962,25
"ALABAMA",1963,106
"ARIZONA",1963,51
"ARKANSAS",1963,146
"CALIFORNIA",1963,407
"COLORADO",1963,65
"CONNECTICUT",1963,495
"DELAWARE",1963,286
"FLORIDA",1963,255
"GEORGIA",1963,115
"IDAHO",1963,124
"ILLINOIS",1963,332
"INDIANA",1963,277
"IOWA",1963,256
"KANSAS",1963,112
"KENTUCKY",1963,165
"LOUISIANA",1963,192
"MAINE",1963,98
"MARYLAND",1963,360
"MASSACHUSETTS",1963,358
"MICHIGAN",1963,217
"MINNESOTA",1963,158
"MISSISSIPPI",1963,128
"MISSOURI",1963,132
"MONTANA",1963,39
"NEBRASKA",1963,97
"NEVADA",1963,35
"NEW HAMPSHIRE",1963,114
"NEW JERSEY",1963,579
"NEW MEXICO",1963,30
"NEW YORK",1963,161
"NORTH CAROLINA",1963,227
"NORTH DAKOTA",1963,60
"OHIO",1963,265
"OKLAHOMA",1963,106
"OREGON",1963,102
"PENNSYLVANIA",1963,208
"RHODE ISLAND",1963,447
"SOUTH CAROLINA",1963,154
"SOUTH DAKOTA",1963,59
"TENNESSEE",1963,157
"TEXAS",1963,101
"UTAH",1963,66
"VERMONT",1963,92
"VIRGINIA",1963,165
"WASHINGTON",1963,143
"WEST VIRGINIA",1963,82
"WISCONSIN",1963,143
"WYOMING",1963,26
"ALABAMA",1964,118
"ARIZONA",1964,53
"ARKANSAS",1964,166
"CALIFORNIA",1964,437
"COLORADO",1964,68
"CONNECTICUT",1964,529
"DELAWARE",1964,304
"FLORIDA",1964,275
"GEORGIA",1964,128
"IDAHO",1964,129
"ILLINOIS",1964,349
"INDIANA",1964,298
"IOWA",1964,265
"KANSAS",1964,115
"KENTUCKY",1964,175
"LOUISIANA",1964,216
"MAINE",1964,96
"MARYLAND",1964,396
"MASSACHUSETTS",1964,374
"MICHIGAN",1964,227
"MINNESOTA",1964,162
"MISSISSIPPI",1964,140
"MISSOURI",1964,145
"MONTANA",1964,41
"NEBRASKA",1964,105
"NEVADA",1964,36
"NEW HAMPSHIRE",1964,125
"NEW JERSEY",1964,626
"NEW MEXICO",1964,33
"NEW YORK",1964,171
"NORTH CAROLINA",1964,245
"NORTH DAKOTA",1964,64
"OHIO",1964,287
"OKLAHOMA",1964,114
"OREGON",1964,108
"PENNSYLVANIA",1964,218
"RHODE ISLAND",1964,472
"SOUTH CAROLINA",1964,164
"SOUTH DAKOTA",1964,62
"TENNESSEE",1964,167
"TEXAS",1964,106
"UTAH",1964,68
"VERMONT",1964,103
"VIRGINIA",1964,177
"WASHINGTON",1964,147
"WEST VIRGINIA",1964,87
"WISCONSIN",1964,150
"WYOMING",1964,27
"ALABAMA",1965,130
"ARIZONA",1965,54
"ARKANSAS",1965,186
"CALIFORNIA",1965,469
"COLORADO",1965,71
"CONNECTICUT",1965,569
"DELAWARE",1965,326
"FLORIDA",1965,290
"GEORGIA",1965,142
"IDAHO",1965,134
"ILLINOIS",1965,372
"INDIANA",1965,318
"IOWA",1965,279
"KANSAS",1965,123
"KENTUCKY",1965,186
"LOUISIANA",1965,233
"MAINE",1965,100
"MARYLAND",1965,442
"MASSACHUSETTS",1965,393
"MICHIGAN",1965,237
"MINNESOTA",1965,167
"MISSISSIPPI",1965,154
"MISSOURI",1965,155
"MONTANA",1965,42
"NEBRASKA",1965,111
"NEVADA",1965,38
"NEW HAMPSHIRE",1965,135
"NEW JERSEY",1965,672
"NEW MEXICO",1965,35
"NEW YORK",1965,184
"NORTH CAROLINA",1965,263
"NORTH DAKOTA",1965,67
"OHIO",1965,300
"OKLAHOMA",1965,124
"OREGON",1965,115
"PENNSYLVANIA",1965,233
"RHODE ISLAND",1965,493
"SOUTH CAROLINA",1965,177
"SOUTH DAKOTA",1965,62
"TENNESSEE",1965,179
"TEXAS",1965,114
"UTAH",1965,71
"VERMONT",1965,119
"VIRGINIA",1965,190
"WASHINGTON",1965,154
"WEST VIRGINIA",1965,91
"WISCONSIN",1965,155
"WYOMING",1965,28
"ALABAMA",1966,142
"ARIZONA",1966,57
"ARKANSAS",1966,203
"CALIFORNIA",1966,487
"COLORADO",1966,78
"CONNECTICUT",1966,628
"DELAWARE",1966,362
"FLORIDA",1966,295
"GEORGIA",1966,155
"IDAHO",1966,142
"ILLINOIS",1966,420
"INDIANA",1966,364
"IOWA",1966,310
"KANSAS",1966,135
"KENTUCKY",1966,196
"LOUISIANA",1966,258
"MAINE",1966,108
"MARYLAND",1966,475
"MASSACHUSETTS",1966,421
"MICHIGAN",1966,252
"MINNESOTA",1966,176
"MISSISSIPPI",1966,174
"MISSOURI",1966,168
"MONTANA",1966,47
"NEBRASKA",1966,120
"NEVADA",1966,42
"NEW HAMPSHIRE",1966,155
"NEW JERSEY",1966,742
"NEW MEXICO",1966,38
"NEW YORK",1966,193
"NORTH CAROLINA",1966,273
"NORTH DAKOTA",1966,73
"OHIO",1966,320
"OKLAHOMA",1966,132
"OREGON",1966,121
"PENNSYLVANIA",1966,252
"RHODE ISLAND",1966,528
"SOUTH CAROLINA",1966,192
"SOUTH DAKOTA",1966,69
"TENNESSEE",1966,197
"TEXAS",1966,119
"UTAH",1966,77
"VERMONT",1966,135
"VIRGINIA",1966,211
"WASHINGTON",1966,168
"WEST VIRGINIA",1966,97
"WISCONSIN",1966,165
"WYOMING",1966,31
"ALABAMA",1967,159
"ARIZONA",1967,61
"ARKANSAS",1967,209
"CALIFORNIA",1967,472
"COLORADO",1967,83
"CONNECTICUT",1967,709
"DELAWARE",1967,401
"FLORIDA",1967,292
"GEORGIA",1967,171
"IDAHO",1967,152
"ILLINOIS",1967,449
"INDIANA",1967,393
"IOWA",1967,346
"KANSAS",1967,144
